codigo_solicitado,cod_solic_desc
11175783,PLM K142-V2 4GB 64GB Z8350 DDR3 JABIL
11175836,PLM VJFE-CL V2 I7-10510U DDR4 BOREO BORE
11175939,PLM POS-RIQ470EN V001 4GB I5-10500T DDR4
11176006,PLM T2040 OVP 64GB BOREO LPDDR4 BOREO SC
11176034,LCD 15.6 FHD GRAY N15WP6 AB046
11176123,TAMPA BATERIA T800 RUBBER
11176127,PLM CW14Q01P-V2 4GB 128GB Z8350 DDR3L JA
11176220,CONJ FRONTAL T770C/T770KC LVDS SAT SERV
11176222,CONJ FRONTAL T770C/T770KC LVDS/BOE SERV
11176306,PROC CORE I5 12400 SRL4V TRAY DSK INTEL
11176641,TAMPA C DARKGRAY N14WP6-C REFRESH W11 FP
11176658,TAMPA C NL40CU1 CLEVO BL + FP + LP W11
11176723,TAMPA C BL K/B NL40CU1 CLEVO FP W11
11176725,TAMPA C K/B NL40CU1 CLEVO BL + LP W11
11176754,PLM GB3B-LPDDR4X 8GB N4120 DDR4 IP3 SKD
11176807,MEM 8GB DDR4 PC3200 DIMM ADATA MONT
11176812,TAMPA COVER C GRAY N14 ECOSISTEM KB W11
11176820,PLM POS-RIB360EE 9TH 16GB I5-9500 DDR3U
11176851,COOLER FHS-A090025S47 DELTA
11176877,MEM 4GB DDR4 PC25600 SODIMM ADATA MONT
11176960,PLM POS-RIH470EM PLUS V002 8GB I5-10400T
11176996,"BATER 1C LI-PO 6000MAH 22,52WH TRANSSION"
11177011,PLM T810 JABIL LPDDR4 CKD
11177141,TAMPA C W11 NL40MU1 CLEVO WITH LP
11177284,PLM POS-RIH470EM 8GB V005 I3-10100T DDR4
11177329,LCD 11.6 01.EZ3.11630201101 YP11G-E
11177376,ALTO FALANTE GS151125L-20 HOT11S
11177390,PLM POS-EIH310EF 8GB ALC 897 I5-9400 DDR
11177425,PLMCEL T810C EPUDO LPDDR4 SKD T310
11177457,PLM POS-RIB360EE 8GB I3-9300 DDR4 BOREO
11177613,CONJ TAMPA BATERIA HOT11 PT
11177616,PLM VJFE-CL V2 8GB I3-10110U DDR4 BOREO
11177660,FONE DE OUVIDO BRANCO HOT11
11177666,PLACA SUB HOT11 2 B V1.3
11177737,PLM LIO 2 JABIL MONT TRADEIN SRV
11177784,CONJ FRON T2040 SAT101BO40I28R12 JABOATA
11177798,PLM T2040C JABIL LPDDR4 CKD SC9863
11177867,LCD 15.6 FHD N15WP6 GRAY BOE CV1 V2
11178032,PLM POS-RIH470EM PLUS V002 8GB I5-10500T
11178252,PLMCEL CONJ PLM S432 SRV FSHIP DDR3 MONT
11178287,"BATER 2C LI-ION 5150MAH 39,14WH BOREO"
11178374,LI9 LCD PMA(XAB01.3HW1A CO/BK)6IN1 PSV
11178450,LCD 14 FHD / EDP NL40MU1 SHARP POSITIVO
11178522,PROC CORE I5 12500 SRL5V TRAY DSK INTEL
11178791,PLM NL40CU1-B D03 I5-10210U DDR4 BOREO
11178833,PLM POS-RIH470EM PLUS 16GB I9-11900T DDR
11178919,PLM POS-RIH470EM PLUS I7-10700T DDR4 BOR
11179173,TRAVA SEG MINI PH 4MM CABO 2M
11179175,VENT FAN GAB POS-UFPG01 MINIPRO
11179203,TAMPA BATERIA T800 RUBBER
11179218,TAMPA D N14LP6 COBALT GRAY
11179219,CABO FLAT PL RJ45 P/ PLM N1XLP6
11179223,PL RJ45 + POWER BUTTON + LED N1XLP6 SKD
11179364,PLM NL40CU1-B D03 I3-10110U DDR4 BOREO
11179401,LCD 14.1 FHD GRAY N14WP6 CV1 REFRESH 2
11179506,PLM POS-RIH670EU PLUS 8GB I7-12700T DDR4
11179769,PLM NL40MU1 D02A I5-1155G7 DDR4 BOREO BO
11179877,PLM B1791 L300 LPDDR3 CKD PLM B1791 L300
11179880,PLM VJFE-ADL I7-1255U DDR4 BOREO
11179904,PLM VJFE-ADL 16GB I5-1235U DDR4 BOREO BO
11179948,PLM NL40MU1 I3-1125G4 DDR4 BOREO BOREO
11180104,"BATER 3C LI-PO 4780MAH 55,20WH BOREO BOR"
11180168,DISSIPADOR N15LP6 V2
11180665,PLM A215U2 8GB CAM I7-8550U DDR4 BOREO B
11180751,"BATER 1C LI-PO 4000MAH 14,82WH BOREO BOR"
11182332,TAMPA COVER D GRAY CG15D12P
11182376,PLM POS-RIH470EM PLUS I5-10400T DDR4 BOR
11182687,PLM POS-RIH470EM PLUS V02 16GB I5-11400T
11182802,LCD 14 FHD N14LP6 COBALT GRAY BOE2
11182803,LCD 15 FHD NT156FHM N15LP6 COBALT GRAY2
11183526,PLMCEL T2050C EPUDO LPDDR4 SKD T310
11183534,PLM B1791 L300 BOREO LPDDR3 CKD
11183742,PLM NL40MU1 D03 I3-1125G4 DDR4 BOREO
11183824,MOUSE PAD C/ LOGO POSITIVO 180X230MM
11183864,CONJ FRONTAL HOT11 V2 PT
11184016,IMPRESSORA 112 MM SRV ARIS
11184106,LCD 11.6 FHD_IPS LM116B034A K116R DPT
11184283,SSD 256GB M.2 PCIE GEN3X4 ASX8200PNP-256
11184451,TAMPA C DN50E AMR MOH+GYT BL FP
11184759,TAMPA DA BATERIA PT S620
11185090,LCD FHD N14KP6-TG N140HGA-EA1 DARK GRAY
11185119,PLM N14DP7-V2 4GB RTL8723DU N4020 LPDDR4
11185193,PLM VJFE-CL 1.2 8GB I3-10110U DDR4 BOREO
11185198,PLM POS-RIH470EM PLUS 8GB V002 I5-10400T
11185493,MODULO LEITOR BIOMETRICO PT N12P
11185580,PLM UE2022 4GB ATOM X5-E3490 DDR3 BOREO
11185660,CONJ FRONTAL YJ1663PG080A2J1 T810C PT
11185731,TAMPA D N15EPA_TP6_EPA PRATA
11185772,PLM ADPT2 I3-1215U DDR4 BOREO
11185774,PLM ADPT2 8GB I5-1235U DDR4 BOREO BOREO
11185862,MEM 8GB DDR4 PC25600 SODIMM MONT
11185890,"BATER 2C LI-ION 5300MAH 40,28WH BMORN SK"
11187822,PLM POS-RIH470EM ESPECIAL 8GB I3-10100T
11187899,ADAPT VIPER CR-P10SB-BA NACIONAL SALCO
11188863,PLM VJFE-AMD 16GB 7 5700U DDR4 BOREO BOR
11189645,PLM VJFE-ADL-V2 I7-1255U DDR4 SKD
11189664,PLM POS-RIH470EM PLUS 16GB V002 I5-11400
11189772,PLM DN50E I5-1245U DDR4 BOREO
11189775,PLM POS-EIH610EX 8GB I3-12100 DDR4 BOREO
11189843,PLM DESK A.P.0GB3B014 GAR 1010225
11190038,ADAPT AC/DC PA-1650-90BB_5 EP 65W 3P LIT
11190179,CONJ TAMPA BAT. PRETO COM SILK REDE L400
11190180,CONJ FRONTAL PRETO COM LCD E SWITCH L400
11190205,PLM POS-EIH610EX 16GB I5-12400 DDR4 BORE
11190353,CONJUNTO FRONTAL S650 PT JT
11190403,PLM N14DP7 4GB N5030 JABIL CKD
11190410,PLMCEL PLM L400 V1.0 C2 KOZEN LPDDR3 SKD
11190504,BATERIA 12V 9AH WEIDA UE2022
11190581,PLM DN50 I7-1255U DDR4 BOREO
11190795,COVER A  N14JP6 LOGO COMPAQ SRV
11190887,TAMPA C CINZA CG15D12P SEM TECLA_01
11190893,LCD 11.6 02.SKD.YP11GEAYX00 YP11G-E
11191033,PLM J1800I-C/BR GAR 1010137
11191518,TECLADO COM CASE VAIO LOGO PT TL10
11192263,"BATER 2C LI-PO 4000MAH 29,5WH BOREO"
11192396,PLM N14DP9 4GB 128GB N4020 LPDDR4 JABIL
11192426,PLM POS-EIH610EX 8GB PLUS I3-12100 DDR4
11192507,MON LED 23.8 LG 24BL550J POS INSS 5
11192530,PLM B1791 L300 LPDDR3 BOREO MT8765WB
11192556,BATER 2C LI-ION 5000MAH 38WH EMDOOR SKD
11192559,PLM POS-RAA320EI V006 32GB 5650G DDR4 BO
11192596,PLM NP11G-ER1 4GB/64GB SKD N4020 EMMC 64
11192734,PLM N14DP9 4GB 128GB N4020 LPDDR4 JABIL
11192961,CONJ FRONTAL H30I PT
11192972,CAM 5M HI-556W H30I
11192992,FPC CHAVES LATERAIS H30I
11193200,"BATER 1C LI-PO 4900MAH 18,86WH CBU"
11193392,"BATER 2C LI-ION 7000MAH 26,6WH ZTECH SKD"
11194001,PLM X669C HOT 30I 8GB LPDDR4 BOREO MT676
11194102,TCL ABNT2 SK-6620 W11 USB PR LITEON
11194103,TCL ABNT2 SK-6620 W11 USB PR LITEON
11194219,PLM POS-RIH670EU PLUS 16GB I3-12100T DDR
11194485,TAMPA C GRAY N14DP9R COM TECLA ESPECIAL
11195438,"BATER 1C LI-PO 4900MAH 18,96WH TRANSSION"
11196422,CONJ TAMPA BAT PT N305G
11196664,PLM S650 2GB LPDDR4X BOREO SC9863A
11196703,CONJ FRONT PT N305G V2
11196771,PLM X6711 NOTE 30 5G 8GB 256GB LPDDR4 BO
11198426,LCD 15.6 N49 V8.0 GRAY 1366*768 CG15DP2
11198429,CONJ FRONTAL PT H304G TM
11198450,CONJ FRONTAL PT H304G TXD
11198453,FPC CHAVES LAT H304G 2
11198650,CONJ. TAMPA BATERIA VAIO LOGO PT V3
11198818,PLM CG15DP2 4GB N4020C DDR4 BOREO
11200183,CONJ FRONTAL TL-10
11200261,CONJ FRONTAL TL-10 V3 SEM SUP
11200294,PLACA SUB H30I 2
11200422,PLM POS-RIH670EU PLUS V002 DDR4 BOREO
11200619,PL ETHNET RJ45 DN50E IP3 SKD
11201081,LCD 15 FHD NT156HCA N15LP6 PRATA
11201146,PROC RYZEN 5 PRO 4650GE TRAY DSK AMD
11202531,TAMPA D ARN50 BLACK IP3
11203215,MON LED 23.8 SAMSG LF24T450FQLMZD
11203220,CONJ FRONT T810C PT C/PEL FPC1
11203698,PLM POS-RIQ670EV VPRO V001 DDR4 BOREO
11206198,PLM POS-EIH610EX 8GB PLUS I5-13400 DDR4
11207183,PLM POS-RIQ670EV VPRO GB I5 12500T DDR4
11130257,null
11174098,null
15580,MON LCD 15` PO15T105S PRA/PR S/ROT POS
11065241,BAT LITHIUM 3.0V BBBCR2032BX KTS 220MAH
11079253,MON LCD 18.5 LG W1946P POS
11083376,FONTE ATX 150W SL-8150BTX(A)BR APEX AUT
11085157,ADAPT AC/DC PA-1650-65PB NTB 65W 2P PALL
11086916,CABLE SATA 7P(F)+7P(F)(90D) L460MM ORANG
11086953,"HDD 500GB 2,5` SATA CALCO ST500LM012"
11086986,CX SOM USB RD-PCS001 PR  W.RIDER
11088336,VENT 92X92X25 DFC922512P AKASA
11089349,"HDD 1TB 3,5` SATAIII TOSHB DT01ACA100"
11092033,SSD 120GB SATAIII SSDSC2CT120A3K5 INTEL
11092325,PLM EC10IS2/EC10IS1 N2600 DDR3 ECS CKD
11092431,PLACA I/O P/ NTB ECS EC10IS2/EC10IS1 CKD
11092515,MOU USB 3BT SCR SM 6620 PR FOSCO LITEON
11092599,"PL ON-OFF,DC8CR01,SHUTTLE_SCS"
11093166,VENTILADOR P/ NTB C14A SHUTTLE
11094175,"HDD 1TB 3,5` SATAIII WESTE WD10EZEX"
11095433,SUPORTE COM LEDS E SWITCHS CE685
11096050,ADAPT AC/DC COSMOS SE0687 5W 2P SALCO
11097592,ADAPT AC/DC DA-40B19-BAAA 40W 2P APD
11097869,PAINEL LCD 18.5` HM185WX1-400 AG BOE
11098579,PROC CORE I5 4570 SR14E TRAY DSK INTEL
11099250,PLM POS-EIQ87CY TPM2/VPRO DDR3 ECS ECO
11099639,PLACA POWER SWITCH W940TU SKD
11099788,PLM W940TU N2920 DDR3L CLEVO CKD
11105768,BATER 2C LI-ION 2200MAH UCOBA MONT
11105972,PLM W940TU N2920 DDR3L CLEVO CKD
11109941,"HDD 750GB 2,5` SATAIII TOSHB MQ02ABF075"
11112060,ODD DVDRW SATA S/FRT NTB DU-8A6SH-0 LITE
11112233,BATER 3C LI-ION 2200MAH SHUTL MONT
11113602,LCD COM ANTENA+ALTO FALANTES+ CAMERA
11113663,PLM DH8BU01 I5-5200U DDR3L SHUTL CKD
11113664,PLM DH3BU01 I5-5200U DDR3L SHUTL CKD
11113667,"HDD 1TB 2,5` SATA TOSHB MQ01ABD100"
11113718,CONJ FRONTAL S455 PRETO
11114230,"HDD 500GB 2,5` SATAIII WESTE WD5000LPLX"
11114563,"BATTERY LI,3V,220MAH,CR2032"
11115970,ANTENAS 108MM GAB POS-UFPG01 MINIPR
11116270,PROC CORE I7 6700 SR2L2 TRAY DSK INTEL
11116277,"HDD 500GB 3,5` SATAIII WESTE WD5000AZLX"
11116283,"TAMPA TRASEIRA,CINZA,DH3,S/VESA SHUT R03"
11116401,"HDD 500GB 3,5` SATAIII WESTE WD5000AZLX"
11117214,FONTE ATX 300W PI-A300B-F(01) POSIT AUT
11117529,PLM POS-EIBTPDC J1800 C0 DDR3L ECS CKD
11117592,BOTAO VOLUME S455 DOURADO QL
11117605,CONJ FRONTAL S455 DOURADO QL
11117613,CONJ FRONTAL S455 PRETO QL
11118449,MON LED 21.5` LG 22MP55PY POS
11118523,PLR WI-FI/BT WLESS 3160NGW FLEX MONT
11118695,CAMERA TRASEIRA 5MP AF ZIF25 - BLX5005R
11119008,FONE DE OUVIDO C/ MIC HS-007CPA
11119018,BATER 1C LI-ION 2200MAH RAGTK CBU
11119034,PLM S520 S 3G RAGTK LPDDR3 CKD MT6580A
11119046,MONITOR LED 15.6` PED. PRETO POSITIVO
11119669,PLM POS-PIB150DT R2 DDR4 PEGTR ECO
11119783,PLM DH8BW EMMC IMP N3060 DDR3L SHUTL CKD
11119806,PLM S520 (TWIST 4G)+VIB+AF+BOTAO SRV
11119816,MEM 8GB DDR3L PC12800 SODIMM SMART MONT
11119819,MON LED 19.5` LG 20M35TD POS
11120180,CONJ FRONTAL S455 PRETO - RFB
11120235,ADAPT AC/DC 6374 5W 2P I_PWR
11121407,SSD 128GB SATA Z400S SDISK
11121416,MEM 4GB DDR4 PC17000 DIMM SMART MONT
11121451,LCD 14 CAM 0.3M S14SL01 W/LOGO SHUTTLE
11121454,TAMPA C C/TOUCH TCL LOGO NTB S14SL S/TV0
11121505,SSD 240GB SATA SP550FA2 ADATA
11121570,"HDD 500GB 3,5` SATAIII DIGIT WD5000AZLX"
11121626,ODD DVDRW SATA PR NTB GUD0N LG
11121635,CONJ FR (LCD+TS) S520 4G PR SKYWORTH
11121995,CONJ FRONTAL S520 PRETO TP HLT - LCD DJ
11121996,CONJ FRONT S520 4G  PRETO TP HLT-LCD DJ
11122073,SSD 256GB SATAIII Z400S SDISK
11122242,"HDD 1TB 3,5` SATA SEAGT ST1000DM010"
11122244,BATER 2C LI-PO 3500MAH CTE MONT
11122265,PLM S14CT DRAM+EMMC NAC Z8300 DDR3L JABI
11122268,PLM S14CT Z8300 DDR3L JABIL MONT
11122289,PLM S14BW01 EMMC N N3010 DDR3L JABIL MON
11122870,PLM S520 L LC JABIL LPDDR3 MONT MT6735M
11123574,CABO USB 1M 5P S430
11123668,CONJUNTO FRONTAL PRETO S430
11124006,BATER 2C LI-PO 4200MAH SHUTL MONT
11124120,ADAPT AC/DC PA-1900-32S3 90W 3P LITEO
11124133,BATER 2C LI-PO 10000MAH CKDFP
11124192,MEM 8GB DDR4 PC19200 DIMM ADATA MONT
11124195,MEM 8GB DDR4 PC19200 SODIMM ADATA MONT
11124358,TAMPA C C/TOUCH E FINGER M14KL01
11124574,PL POWER M14KL01 BOREO CKDFP
11124987,PLM DH8BW S/EMMC N3710 DDR3L JABIL MONT
11125046,"ADAPT AC/DC CR-1500 7,5W 2P"
11125086,PLM S540 JABIL LPDDR3 MONT MT6580M
11126520,LCD 14 CAM0.3 3.0MM S14CT01 V2
11126522,PLM S540 RAGTK LPDDR3 MONT MT6580M
11126556,LCD 14 CAM0.3 3.0MM S14CT01 SHUTT GOLD
11126571,MON LED 21.5 LG 22MP55PQ MPE-SP IT 1 E
11126619,PLM N250JU V2 I7-7500U DDR3L CKDFP
11126641,"HDD 1TB 2,5` SATAIII WESTE WD10JPLX"
11126698,ADAPT AC/DC PA-1900-32B1 90W 3P LITEON
11126712,PLM POS-PIQ170DU R3 DVI DDR4 BOREO CKDFP
11127007,CONJ PAINEL LCD TOUCH TABLET T1075
11127078,LCD 15.6 HD 2MIC N250JU-V CLEVO
11127370,LCD 14 ANTI GLARE 3.0MM W/LOGO CHT14B
11127675,CONJUNTO FRONTAL LIO 2 SERVI?OS
11127728,FONTE TFX 300W PI-T300G(01) POSIT AUT
11127772,PL CONVERSORA DC/DC DC8CXX BOREO CKDFP
11128240,PLR WI-FI/BT WLESS 3168NGW INTEL MONT
11128281,TAMPA D?NTB N250JU-V V2
11128533,BATER 2C LI-PO 3000MAH GLW MONT
11128641,TAMPA D? ROXA NTB SHUTTLE S14SL03
11128717,BATER 4C LI-ION 2200MAH CLEVO MONT
11128848,SSD 128GB SATAIII CV6-8Q128 LITEO
11128849,SSD 256GB SATAIII CV6-8Q256 CALCO
11129075,PLM N250JU-V I3-6006U DDR3L CKDFP
11129524,MODULO PROJETOR - QX2
11129803,ADAPT AC/DC PI-ADAP065-S(01)DSK 65W 2P P
11129860,LCD 12 GLARE 3.0MM V1 W/LOGO CHT12C
11129861,LCD 12 GLARE 3.0MM V2 W/LOGO CHT12C
11130033,PLM M14KL01 GS I5-7200U DDR4 ECOFP
11130376,ADAPT AC/DC A12-040N2A 40W 2P CHINY
11130584,MEM 4GB DDR4 PC19200 SODIMM GDKEY MONT
11131055,CARREGADOR CR-1016 COM SELO ANATEL
11131067,MEM 4GB DDR4 PC17000 SODIMM KMAX MONT
11131115,BATER 2C LI-PO 3400MAH CTE MONT
11131202,MEM 8GB DDR4 PC19200 DIMM KMAX MONT
11131457,LCD 15.6 HD 2MIC N250WU-V CLEVO
11131465,TCL PRETO RTRILUM P/ NTB N250WU-V CLEVO
11131807,MEM 8GB DDR4 PC19200 SODIMM GDKEY MONT
11132030,PLM V142N 2G 32GB Z8350 LPDDR3 JABIL MON
11132060,PLM M14KL01 GS TP I3-7100U DDR4 CKDFP
11132200,PLR WI-FI/BT WLESS 3168NGW FLXIN MONT
11132534,CONJUNTO FRONTAL S531 DOURADO
11132579,CABO ADAP HDMI(F) DP(M) 23CM STC
11132792,SSD 256GB SATA 545 SERIES INTEL
11133348,SSD 256GB NVME M2 CA3-8D256-V03 LITEO
11133400,"LCD 14` HD NON-GLARE,3.6MM"
11133409,SSD 128GB SATA PX-128S3C 1.04 PXTOR
11133467,SSD 256GB SATAIII C6V RET LITEO
11133488,SSD 128GB SATAIII CV6-8Q128 1.3.02 LITEO
11133623,PLM M14KL01 GPU/GS/DK TP SMG I5-7300U DD
11133668,PROC CORE I5 8500 SR3XE TRAY DSK INTEL
11133711,CONJ LCD NTB V142 4G TURBO GRAY
11134015,PLM POS-RIQ370ED PLUS DDR4 BOREO ECOFP
11134073,TAMPA C CE C/TP TCL NETFLIX ENG SPK V142
11134251,FONTE TFX 180W PI-T180G-I(01) V2 POSIT A
11134264,ODD DVDRW USB PR EBAU108 LITEO
11134273,SILVER A COVER COMPONENT + ASSEMBLY MATE
11134303,FFC HDD 10P P=0.5MM J14G11 JIHWAW
11134307,FFC USB 26P P=0.5MM J14GL11 ENERGYFULL
11134361,PLM VP402 H4021 80M&8+512&B15 V03B-S431
11134362,LCD 10.1 TOUCH EC10IS1 RET MED TEC
11135457,PL ON-OFF DC8CR01 SHUTTLE
11135959,LEITOR DE CARTAO MP-18 REV-D
11135982,CABO USB 5V 1M PRETO DA-B0395-D - LIO+
11136186,ALTO FALANTE LIO PLUS
11136278,TAMPA C S/TOUCH PRATA J14GL11
11136373,PROC CORE I3 8100 SR3N5 BOX DSK INTEL
11136541,PLM J14KR11 ELAN 4GB I3-7020U LPDDR3 CKD
11136555,PAINEL FRONTAL POS CE685 LOGO TYPE C
11136874,CPU FAN MODULE NF50WU-V (WINMA)
11137134,"HDD 2TB 2,5 SATAIII CLEVO ST2000LM015"
11137436,PLM J14KR11 ELAN C/EMMC 64GB I3-7020U LP
11137441,PL POWER SWITCH BOARD V2.0 NF50WU-V CKD
11137737,CABO ADAP DISP PORT(M) DVI(F) 15CM STC
11138467,"MON LED 19,5` LG 20M35PH POS"
11138506,PLM M14KL01 GPU/GS/DK TP SMG I5-7300U DD
11138578,PL POWER M14KR01 SHUTTLE MONT
11138640,PL FINGERPRINT M14KR01 SHUTTLE MONT
11138706,ADAPT ACDC CR-1A
11138715,"HDD 1TB 2,5` SATAIII SEAGT ST1000LM048"
11138847,CONJUNTO TRAS SUP DECO PRETO S532
11138870,CAMERA TRASEIRA 5MP SENS OV5695 AF S532
11138872,CONJUNTO FRONTAL S532 JT
11138905,PROC CORE I7 8700 SR3QS BOX DSK INTEL
11139261,BOTAO POWER PRETO W2150G
11139264,CABO PL BACKLIGHT W2150G
11139339,"MONITOR LED 23,8` AOC 24P1U POS"
11139407,PLM N240BU I5-7200U FW 5.63 CKDFP
11139524,PLM V142N V2 2G 32GB Z8300 LPDDR3 JABIL
11139670,CONJUNTO FRONTAL S512PRETO HANCAI
11139745,PLM J14KR11 ELAN 4GB I3-8130U HDD CKDFP
11139797,CAPSULA RECEPTORA (ALTO FALANTE) S541
11139891,PLM S541 MT6739 TOPWELL MONT
11140072,CARREGADOR PORTATIL ANKER ASTRO 6700MAH
11140264,CONJUNTO PLACA MAE S532
11140400,VENT 92X92X25 DFS922512H AKASA
11140531,PLM POS-RIQ370EB DDR4 BOREO BASIC
11142708,PL SUB S5509 TEM MONT
11142715,CONJUNTO TRAS SUP DECO CINZA S509
11142725,CONJUNTO FRONTAL S509 PRETO HF
11144000,ALTO FALANTE 1W 8P N14DP6
11144060,TAMPA COVER C CINZA S/ NETFLIX N14DP6
11144224,PLM N25XWU-V I5-8250U DDR4 BOREO CKDFP
11144236,PLM LIO 2 JABIL LPDDR3 CKD MT6580A
11144372,PLM M14KR01 GS/DK/TPM I5-8350U DDR4 SHUT
11144540,LCD 14 GLARE NT140WHM-N41 8.2 GRAY V142N
11144561,LCD 15.6 HD N250JU1-V AU
11144567,PROC CORE I5 I5-9600 SRF4H TRAY DSK INTE
11144579,COVER C V2 W/TP+TCL+NOBACKLIGHT NF50WU-V
11144581,PROC CORE I5 I5-9500T SRF4D TRAY DSK INT
11144791,LCD 15.6 V2 HD NF50WU-V AU
11144853,LCD 14 N140BGA-EA4 DARK GRAY V142R
11144942,SSD 256GB NVME M2 CL1-8D256-QL03 LITEO
11145090,PLR WI-FI/BT WLESS 9560NGW INTEL MONT
11145468,"LCD 14,1 HD AG DARK GRAY N14ZP6"
11145469,TAMPA COVER C DARK GRAK C/TECLA N14ZP6
11145472,MICROFONE DUPLO P/ NTB N14ZP6
11145542,TABLET POSITIVO T770
11145553,LENTE PROTETORA CAM FLASH S545 VIDRO PT
11145586,ANTENA WIFI BT N14DP6
11145587,"LCD 14,1 HD AG N140WHM-N41 CINZA N14DP6"
11145690,ADAPT AC/DC S13A00 CWB 65W 2P SALCO
11145888,TAMPA C C/TP SPK RED C/ TECLAS V142R
11145890,PLM S14SL03 S/EMMC C I5-6200U DDR3L BORE
11145961,PLM DH8KL01 C S/EMMC I3-7100U DDR4 BOREO
11146004,MEM 8GB DDR3L PC12800 SODIMM MLSER MONT
11146090,"HDD 500GB 2,5 SATAIII WESTE WD5000LPZX"
11146655,TRAVA SEG 4MM CB 1.8M CKM01 CHEKMAT
11146694,MEM 4GB DDR4 PC21300 SODIMM SMART MONT
11146695,PLM POS-RIB360EE PLUS DDR4 ECOFP
11146697,TAMPA C C/TOUCH N240WU
11146709,CAMERA FRONTAL E TRASEIRA TABLET T1075
11146721,PL USB P/ NTB N240WU CKDFP
11146731,PLM N240WU-V I3-8130U DDR4 BOREO CKD
11146740,CONJUNTO FRONTAL S532 JT 2
11146775,PLM N240WU-V I3-8130U DDR4 CLEVO SKD
11146816,PLM POS-RIB360EE 9TH BASIC DDR4 ECOFP
11146885,SSD 256GB SATA M2 CV8-8E256-B04 CALCO
11147014,"LCD 14,1 IPS FHD AG DARK GRAY N14ZP6"
11147317,TCL KM-206W SEM FIO POSITIVO
11147324,PLM W2150G E64GB FITA N4000 LPDDR4 BOREO
11149322,PLM N14DP6 4G HDD N4000 LPDDR4 JABIL MON
11149340,PLM N14ZP6 4G 64GB Z8350 LPDDR3 JABIL JA
11149353,PLM J1800 INNOVE GAR 01010197
11150222,PLM N14UP6 I3-7020U LPDDR4 BOREO BOREO
11150449,FPC DE BOTOES TABLET T770 SRV
11150451,PLM POS-RIQ370EB D9500TSRF4D I5-9500T DD
11150533,TABLET POSITIVO T770KB
11151016,ALTO FALANTES D+E 2W N15WP6
11151032,CABO FLAT PL MULTI P/ PLM N15WP6
11151510,PLM POS-RIB360EC I5-9400T DDR4 B D9400TS
11151593,PLM POS-RIB360EC BASIC I5-8500T DDR4 BOR
11151594,CONJUNTO PLACA MAE S545 SRV
11151726,BATER 2C LI-PO 10000MAH VKING MONT
11151837,MON LED 23.8 LG 24BL550J DF
11152526,CONJUNTO FRONTAL SP2 JT
11152544,"BATER 1C LI-ION 3000MAH 11,4WH BOREO CKD"
11152835,CANETA TOUCH CAPACITIVA
11152838, ABNT2 KIT TCL+MOUSE MK540 WIFI PR LTECH
11152963,MICROFONE DUPLO P/ NTB V142R-2 VASTKING
11152967,TAMPA C C/TP SPK DARK GRAY C/TCL V142R-2
11152980,ADAP DP(M) DVI(F) 23CM STC
11152983,TAMPA TRASEIRA PRETA W2150G
11153126,CONJUNTO TECLADO NUMERICO LIO 3
11153129,TAMPA DA IMPRESSORA PRETA PC LIO 3
11153140,"ADAPT AC/DC CR-1507 7,5W 2P XED"
11153147,TAMPA C DARK GRAY NTB N14WP6
11153173,CONJUNTO TRASEIRO PRETO CKD PC LIO 3
11153205,CABO FLAT FPC PL AUDIO N14EP6
11153240,PL CONEXAO SATA A215U2 SKD
11153242,COVER D PRETO W2150G V2
11153378,PL POWER+USB2.0+SD CARD+AUDIO N14UP6 SKD
11153379,"LCD 14,1 TELA HD ANTI-GLARE CINZA N14UP6"
11153394,MON LED 23.8 LG  24BL550J POS
11153395,MON LED 23.8 LG  24BL550J POS
11153472,LCD 12 GLARE SL116PP40Y1008 V116N S LOGO
11153499,CONJUNTO TRAS SUP DECO PRETO S509C
11153512,PLMCEL S509C TEM LPDDR3 MONT MT6580M
11153742,MEM 8GB DDR4 PC21300 SODIMM POSI MONT
11153847,"SSD DSK 240G 2,5 GAR 04190261"
11154520,PLM N14EP6 4G N 64GB N Z8350 DDR3 JABIL
11154535,PLM N14EP6 2G 32GB N Z8350 DDR3 JABIL
11155241,PLM V142R-2 4G N 32GB Z8350 DDR3 JABIL J
11155248,LCD 14 HD AG AU CINZA DMIC N240WU 2
11155249,TAMPA C C/TOUCH N240WU 2
11155255,PLM N14AP6 4G HDD N3350 LPDDR4 JABIL JAB
11155371,MEM 8GB DDR4 PC21300 SODIMM ADATA
11155812,ADAPT AC/DC ARSENAL S29A00POD 40W 2P SAL
11155950,PLM POS-EIH310EF C9100SRCZV I3-9100 DDR
11156038,PLM POS-RIB360EE B8100SR3N5 I3-8100 DDR4
11156048,PLM POS-RIB360EE PLUS D9400SR3X5 I5-9400
11156053,PLM POS-PIB150DT D7600SR334 I5-7600 DDR4
11156456,BATERIA 12V 9AH UE2020
11156501,PLM V142R-2 Z8300 DDR3 JABIL JABIL
11156607,MEM 4GB DDR4 PC21300 UDIMM ADATA
11156612,PROC CORE I3 10100 TRAY DSK INTEL
11156786,CABO USB 3.0 PLM-PL DIR 110MM UE2020/22
11156812,CABO DE DADOS PLM-MIR 200MM UE2020/22
11156813,CABO DE DADOS FONTE-MIR 190MM UE2020/22
11156892,N14DP6 LCD
11156895,PAR RETAIN PAN PHILLIPS M3X8 UE2020/22
11156903,ADAPT AC/DC A12-040N2A VO IND 40W 2P SAL
