abertura_id,modelo,problema,tipo_equipamento,codigo_solicitado,cod_solic_desc,rn
11443634,66508,"PROBLEMA VERIFICADO:    FAN ERRO
SERVIDOR: JOSÉ CARLOS PORTO DE MORAES REGO - (71) 98122-1552
O ATENDIMENTO DEVERÁ SER REALIZADO NA AVENIDA LUÍS VIANA FILHO,  3329, PARALELA - SALVADOR - BA - 
CEP-41730-101 - PRÉDIO DA RFB -DITEC - 5º ANDAR - SALA 502
CNPJ SUPERINTENDÊNCIA 00394460/0090-17
OBS: PROCURAR UBIRACY NO TELEFONE 3416-1550

",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,356
11443625,66508,"DEFEITO: CPU FAN ERROR

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035-100

TELEFONES:  21053116 OU 21053114
HORÁRIO DE ATENDIMENTO: 8H ÀS 11H30",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,357
11441126,66508,"CONTATO POR E-MAIL

DEFEITO

CPU FAN ERROR AO INICIALIZAR

ENDEREÇO

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM NATAL/RN

ESPLANADA SILVA JARDIM, 83 - RIBEIRA - CEP 59.012-090

CONTATO/SETOR

ERINALDO/MARCUS (SATEC)

TELEFONE

(84) 9.8137-8337

HORÁRIO DE EXPEDIENTE

08:00 ÀS 12:00 - 14:00 ÀS 17:00.",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,358
11438027,66508,"MOTIVO:  CPU FAN APERTE F1
TIPO: DESKTOP
MARCA: POSITIVO
MODELO: C8200
PATRIMÔNIO: 4618656
N/S: 4A713HY17
ENDEREÇO PARA ATENDIMENTO: AV. VICENTE DE CASTRO, 6971
CAIS DO PORTO - FORTALEZA - CE. CEP: 60.180-410.
RECEPÇÃO - ALFFOR. (85) 9.8175-5208
AGUIAR - SERPRO. (85) 9.9916-1281
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,359
11437838,66508,"DEFEITO RELATADO: FAN ERROR.

ATENDIMENTO DEVE SER REALIZADO NA UNIDADE DA SUPERINTENDÊNCIA DA RECEITA FEDERAL EM SALVADOR
RECEITA FEDERAL DO BRASIL - SEDE SALVADOR
 AVENIDA LUÍS VIANA - Nº 3329, 5º ANDAR, DITEC. PARALELA. CEP-41730-101. SALVADOR - BA
CONTATO:  CLAUDIO 71 34161554 -  (71)982456996
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,360
11437789,103638,"AMBOS LIGAM, PORÉM NÃO ENVIAM IMAGEM PARA O MONITOR, SENDO UM POSSÍVEL PROBLEMA DE PLACA MÃE
NOSSO ENDEREÇO É: AV. PRESIDENTE KENNEDY, Nº 9000 - BAIRRO VILA MIRIM - PRAIA GRANDE - SP - CEP: 11.704-900
FICAREI NO AGUARDO PARA CONFIRMAÇÃO DO AGENDAMENTO TÉCNICO.
GABRIEL MOURA CAMPOS
DIVISÃO DE SUPORTE E MANUTENÇÃO
DEPARTAMENTO DE INFORMÁTICA
PREFEITURA DA ESTÂNCIA BALNEÁRIA DE PRAIA GRANDE / SP
SEPLAN-3422
(13) 3496-2132",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,361
11436673,66508,"DEFEITO: SOLICITO O ACIONAMENTO DA GARANTIA PARA O DESKTOP POSITIVO, APRESENTA A MENSAGEM DE ERRO FAN E NÃO PERMITE INICIAR.;

HORÁRIO DE FUNCIONAMENTO: 09H00 AO 12H00 E DAS 14H00 AS 17H00;

SOLICITANTE: ANDRESSA FERREIRA FRISCHEISEN
PRAÇA DA REPÚBLICA S/N, CENTRO, SANTOS/SP; CEP: 11013905;
CONTATO: (13) 3208-2054 OU 3208-2092; EMAIL: ANDRESSA.FERREIRA@RFB.GOV.BR;",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,362
11436484,66376,"CONTATO POR E-MAIL

PREZADOS, SOLICITO APOIO TÉCNICO, PARA ANÁLISE E SOLUÇÃO DO PROBLEMA DO MICRO POSITIVO,  MICRO ESQUENTANDO E DESLIGANDO

DADOS DO(S) EQUIPAMENTO(S) PARA REPARO DO FORNECEDOR:

(X) COMPUTADOR (  ) NOTEBOOK

NUMERO CHAMADO INTERNO:S1604760 
DADOS ADICIONAIS.
CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA
SETOR: COORDENADOR
TELEFONE 1:*  
TEL:  (85) 997187175
RAMAL: 85999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS
TELEFONE 2:* +55 (85) 987412549

LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR
BARREIRA
LOGRADOURO:    AV. SANTOS DUMONT, - ALDEOTA, FORTALEZA - CE
NÚMERO:  1400
COMPLEMENTO:
CEP:*      60150161
BAIRRO:*  ALDEOTA
CIDADE:* FORTALEZA/CE
ESTADO:* CE",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,363
11436462,118611,MICRO PLACA REDE RJ45 NÃO FUNCIONA.,DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,364
11435222,66399,"CPU FAN ERROR
- TOMBO TRT MICRO: 107597
- CHAMADO INTERNO: 75620
HORÁRIO DE ATENDIMENTO: 14H ÀS 18H.",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,365
11434744,69071,"TOMBO: 206674
DEFEITO: ERRO DE FAN
LOCAL: 4ª VARA DE DELITO DE TRAFICO DE DROGAS
CHAMADO INTERNO: 1374662

TELEFONE E NOME DAS PESSOAS PARA CONTATO: FLÁVIO REUTEN (CATI) 996921071
HORÁRIO PARA ATENDIMENTO: 09H AS 17H
LOCAL DE ATENDIMENTO: FÓRUM CLÓVIS BEVILAQUA - R. DES. FLORIANO BENEVIDES MAGALHÃES, 220 - EDSON QUEIROZ, FORTALEZA - CE, 60811-690 - SALA CATI",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,366
11434674,89689,"CONTATO POR E-MAIL

DEFEITO: VENTOINHA COM DEFEITO. 


LOCAL DE ATENDIMENTO.:
TRE - RJ
SETOR DA  SESPEQ
AV PRESIDENTE WILSON 194 / 6º ANDAR
CEP 20030-021
CENTRO - RJ",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,367
11432613,66508,"CHAMADO ABERTO VIA E-MAIL.

DEFEITO: CPU FAN ERRO!

ENDEREÇO PARA ATENDIMENTO- AV. ALFREDO LISBOA, 1152-BAIRRO DO RECIFE ANTIGO-RECIFE-PE- CEP 50030-150

SETOR PARA ATENDIMENTO -3 ANDAR

TELEFONE PARA CONTATO - (81) 986098973

HORÁRIO DE ATENDIMENTO - SEG A SEXTA DE 08:00H/11:30 E 13:30 ÀS 16:00H

TELEFONE DO USUÁRIO DA ESTAÇÃO (81-986098973) - MARCELO LEITE DA SILVA",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,368
11432004,85259,"DEFEITO: FAN ERROR

ENDEREÇO:  AV. DESEMBARGADOR MOREIRA, 2875, DIONÍSIO TORRES - 60170-002
- SETOR: COTECI (CEI GODOFREDO)
- HORÁRIO PARA ATENDIMENTO: 08:00-12:00 / 13:00-17:00
- TELEFONE PARA CONTATO: 3459-5100 (DENALTH MAGALHÃES)
- CIDADE: FORTALEZA
- UF: CE
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,369
11431992,66508,"DEFEITO: CPU FAN ERROR!


DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC). AV. MARIO JORGE MENEZES VIEIRA, 3028. COROA DO MEIO. ARACAJU/SE
CEP:  49035-100
TELEFONES:  2105-3116 OU 2105-3114
HORÁRIO DE ATENDIMENTO: 8H ÀS 11H30",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,370
11429179,66399,"CPU FAN ERROR.

HORÁRIO DE ATENDIMENTO: 14H ÀS 18H
POSITIVO 
MASTER C820 MINIPRO
- NÚMERO DE SÉRIE (S/N) MICRO: 4A659SW81
- TOMBO TRT MICRO: 107680
- CHAMADO INTERNO: 75200",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,371
11425796,69071,"TOMBO: 205561
DEFEITO: ERRO NA FAN
LOCAL: SALA DO CATI FCB
CHAMADO INTERNO: 1369417 

TELEFONE E NOME DAS PESSOAS PARA CONTATO: BRENDA OLIVEIRA (CATI) 991844223
HORÁRIO PARA ATENDIMENTO: 09H AS 17H
LOCAL DE ATENDIMENTO: FÓRUM CLÓVIS BEVILAQUA - R. DES. FLORIANO BENEVIDES MAGALHÃES, 220 - EDSON QUEIROZ, FORTALEZA - CE, 60811-690 - SALA CATI",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,372
11420235,93784,"
SINTOMA – FALHA NO FAN 
REALIZOU TESTES COMO PRODUTO E PERSISTE A FALHA 

AÇÃO – SEGMENTO: GOVERNO, MODALIDADE: ON SITE 

SOLUÇÃO – ABERTO CHAMADO

CONTATO: (21) 38653970 - (21) 984861678
RESPONSÁVEL: OSMAR / ROBERTO MOTA
E-MAIL : OSMAR.JUNIOR@TERCEIRIZADO.IEN.GOV.BR
HORÁRIO MAIS PROPÍCIO: SEGUNDA A SEXTA  07:30 AS 16:00 HRS 

CEP: 21941614
RUA HÉLIO DE ALMEIDA - 75
SETOR INFORMATICA 
CIDADE UNIVERSITÁRIA - RIO DE JANEIRO/ RJ

TA:  48
TS: 120
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,373
11419714,66376,"CHAMADO ABERTO VIA E-MAIL.

DEFEITO: ERRO NA FAN

LOCAL: SALA DO CATI FCB
CHAMADO INTERNO: R1605935 

TELEFONE E NOME DAS PESSOAS PARA CONTATO: BRENDA OLIVEIRA (CATI) 99184-4223
HORÁRIO PARA ATENDIMENTO: 09H AS 17H
LOCAL DE ATENDIMENTO: FÓRUM CLÓVIS BEVILAQUA - R. DES. FLORIANO BENEVIDES MAGALHÃES, 220 - EDSON QUEIROZ, FORTALEZA - CE, 60811-690 - SALA CATI",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,374
11419075,66508,"PROBLEMA: MINI TORRE ESTÁ APRESENTANDO MENSAGEM DE ERRO NA INICIALIZAÇÃO [ PROBLEMA NO VENTILADOR] , SEMPRE QUE INICIALIZA A ESTAÇÃO É NECESSÁRIO CLICAR EM F1 PARA CONTINUAR.,;



ENDEREÇO PARA ATENDIMENTO: RUA SÁ E ALBUQUERQUE,541 JARAGUÁ/MACEIÓ/AL
CEP: 57025-902
CONTATO: RAFAEL 82-999860258; GENILDA: 999985017; JORDÂNIA 82-996636561.",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,375
11418438,66508,"PROBLEMA VERIFICADO: FAN ERRO

OBS: PROCURAR VALMIR NO TELEFONE 3416-1550

SERVIDORA: CANDICE MORAIS BRITO DE SANTANA - 71 3416 1370 OU 71 993686507
O ATENDIMENTO DEVERÁ SER REALIZADO NA AVENIDA LUÍS VIANA FILHO,  3329, PARALELA - SALVADOR - BA - 
CEP-41730-101 - PRÉDIO DA RFB -DITEC - 5º ANDAR - SALA 502
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,376
11417140,66508,"DEFEITO: CPU FAN ERROR!
DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035-100
TELEFONES:  2105-3116 OU 2105-3114
HORÁRIO DE ATENDIMENTO: 14H ÀS 17H
JOSELITO DOS SANTOS
SATEC/CLS
DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU - SE
SUPERINTENDÊNCIA DA RECEITA FEDERAL DO BRASIL NA 5ª REGIÃO FISCAL
(79) 2105-3116 | JOSELITO.SANTOS@RFB.GOV.BR",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,377
11416804,89689,"CONTATO POR E-MAIL

DEFEITO: FALHA NA VENTOINHA. 


LOCAL DE ATENDIMENTO.:
TRE - RJ
SETOR DA  SESPEQ
AV PRESIDENTE WILSON 194 / 6º ANDAR
CEP 20030021
CENTRO - RJ

PAULO ROBERTO DE CASTRO
TÉCNICO EM ELETRÔNICA
TRE-RJ/STI/COLOG/SESPEQ
SEÇÃO DE SERVIÇOS, PROVISÕES E EQUIPAMENTOS
TEL.: (21) 34368146 - SEDE 
(21) 22232621 / (21) 2223-2109 - RODRIGUES ALVES
SESPEQ@TRE-RJ.JUS.BR",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,378
11416033,66508,"CONTATO POR E-MAIL

DEFEITO: CPU FAN ERRO

USUÁRIO:  GETULIO RIBEIRO DE ALENCAR JUNIOR

EMAIL: GETULIO.ALENCAR@RFB.GOV.BR

CONTATO PRINCIPAL: GETULIO
ENDEREÇO: RUA BARÃO DE ARACATI, 909, ALDEOTA, FORTALEZA/CE, 3º ANDAR DIFIS
CEP: 60115-901
BAIRRO: ALDEOTA
CEP: 60115-901
COMPLEMENTO:  LIGAR PARA AGENDAR HORÁRIO 
CONTATOS: (85)988186886
CIDADE/UF: FORTALEZA - CE",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,379
11412378,66508,"PROBLEMA:  ESTA APARECENDO A MENSAGEM PRESS F1 CPU FAN COOLER ERROR E O WINDOWS NAO INICIA .
MOTIVO: A VISITA (OU MAIORES INFORMAÇÕES) DEVE SER PREVIAMENTE AGENDADA COM A SR(A) JOSE LUIZ DE ARAUJO AREIAS NETTO
NO TELEFONE (21) 999114464  PARA QUE O EQUIPAMENTO POSSA SER DISPONIBILIZADO.
O AGENDAMENTO DEVE SER REALIZADO ANTES DO DESLOCAMENTO DO TÉCNICO PARA EVITAR DESENCONTROS.

OBS.: CASO A PLACA- MÃE SEJA SUBSTITUÍDA, A BIOS DEVE SER RECONFIGURADA PARA O PADRÃO RFB. CASO O HD SEJA SUBSTITUÍDO, O MESMO PERMANECE COM O USUÁRIO. EM AMBOS OS CASOS A REDE LOCAL DEVE SER INFORMADA PARA PROVIDÊNCIAS.
ENDEREÇO: RUA BARÃO DA TORRE, 296
BAIRRO: IPANEMA
CIDADE: RIO DE JANEIRO  
ESTADO: RJ
CEP: 22411-000
CONTATO:  JOSE LUIZ DE ARAUJO AREIAS NETTO
NO TELEFONE (21) 999114464
HORÁRIO DE ATENDIMENTO: (A COMBINAR COM O USUÁRIO)

",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,380
11411514,66376,"CHAMADO ABERTO VIA E-MAIL.

DEFEITO: MICRO ESQUENTANDO E DESLIGANDO

CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA
SETOR: COORDENADOR
TELEFONE 1:*  
TEL:  (85) 997187175
RAMAL: 85999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS
TELEFONE 2:* +55 (85) 987412549

LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR
BARREIRA
LOGRADOURO:    AV. SANTOS DUMONT, - ALDEOTA, FORTALEZA - CE
NÚMERO:  1400
COMPLEMENTO:
CEP:*      60150-161
BAIRRO:*  ALDEOTA
CIDADE:* FORTALEZA/CE
ESTADO:* CE",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,381
11411396,66376," MICRO ESQUENTANDO E DESLIGANDO

NUMERO CHAMADO INTERNO:S1598199 
TOMBO (LACRE PATRIMÔNIO): 195552 

LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR BARREIRA
LOGRADOURO:    AV. SANTOS DUMONT, - ALDEOTA, FORTALEZA - CE
NÚMERO:  1400
CEP:    60150-161
BAIRRO: ALDEOTA
CIDADE: FORTALEZA/CE
ESTADO: CE

CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA
SETOR: COORDENADOR
TEL:  (85) 997187175
RAMAL: 85 999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS
TELEFONE 2:* +55 (85) 987412549",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,382
11411285,66376,"DEFEITO:  MICRO ESQUENTANDO E DESLIGANDO

CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA - SETOR: COORDENADOR
TELEFONE 1:*  
TEL:  (85) 997187175 / RAMAL: 85999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS (85) 987412549
LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR BARREIRA
LOGRADOURO:    AV. SANTOS DUMONT, 1400 - ALDEOTA, FORTALEZA - CE. CEP: 60150-161
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,383
11411227,66376,"DEFEITO: MICRO ESQUENTANDO E DESLIGANDO

CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA
SETOR: COORDENADOR
TEL:  (85) 997187175 / RAMAL: 85999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS (85) 987412549
LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR
BARREIRA
AV. SANTOS DUMONT, 1400 - ALDEOTA, FORTALEZA - CE. CEP: 60150-161. ALDEOTA. FORTALEZA/CE
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,384
11411181,66376,"MICRO ESQUENTANDO E DESLIGANDO
NUMERO CHAMADO INTERNO:S1598173 
MARCA/MODELO: POSITIVO /  : C820 MINIPRO
TOMBO (LACRE PATRIMÔNIO): 195554 
NÚMERO DE SÉRIE: 4A679972N 
CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA
SETOR: COORDENADOR
TELEFONE 1:*  
TEL:  (85) 997187175
RAMAL: 85999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS
TELEFONE 2:* +55 (85) 987412549

LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR
BARREIRA
LOGRADOURO:    AV. SANTOS DUMONT, - ALDEOTA, FORTALEZA - CE
NÚMERO:  1400
COMPLEMENTO:
CEP:*      60150-161
BAIRRO:*  ALDEOTA
CIDADE:* FORTALEZA/CE
ESTADO:* CE",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,385
11410568,66508,"ASSUNTO: BARULHO NO COOLER 

USUÁRIO(A): JOSÉ MARIA SANTOS DA LUZ
CONTATO: JOSÉ MARIA - (85) 996340252

ENDEREÇO:  RUA BARÃO DE ARACATI, 909
COMPLEMENTO: RECEITA/FEDERAL/DITEC/3º ANDAR
CIDADE/UF: FORTALEZA/CE
BAIRRO: MEIRELES
CEP: 60115-080",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,386
11410549,66508,"DEFEITO: CPU FUN ERROR, MINITORRE POSITIVO MASTER C8200 MINIPRO.

*** DETALHE: LIGAR PARA USUÁRIA, POIS A MESMA ESTÁ TRABALHANDO NO REGIME HOME OFFICE.

- CONTATO: ANA MÁRCIA CHAVES ALMEIDA
- CELULAR: (85) 999941306
- ENDEREÇO: RUA BARÃO DE ARACATI, 909. MEIRELES. CEP: 60115-080. FORTALEZA/CE
- COMPLEMENTO: PRÉDIO DO MINISTÉRIO DA ECONOMIA - RECEITA FEDERAL DO BRASIL EM FORTALEZA 
- HORÁRIO PARA ATENDIMENTO: 07:00H ÁS 16:00H

",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,387
11406856,66376,"CONTATO POR E-MAIL

NUMERO CHAMADO INTERNO:1364811 
DIAGNÓSTICO:  MICRO ESQUENTANDO E DESLIGANDO.

CONTATO PRINCIPAL: ANA CLAUDIA TORRES COSTA
SETOR: COORDENADOR
TELEFONE 1:*  
TEL:  (85) 997187175
RAMAL: 85999732270
CONTATO ALTERNATIVO:* EDUARDO DA SILVA BASTOS
TELEFONE 2:* +55 (85) 987412549

LOCAL:  FORUM DAS TURMAS RECURSAIS PROF DOLOR
BARREIRA
LOGRADOURO:    AV. SANTOS DUMONT, - ALDEOTA, FORTALEZA - CE
NÚMERO:  1400
COMPLEMENTO:
CEP:*      60150161
BAIRRO:*  ALDEOTA
CIDADE:* FORTALEZA/CE
ESTADO:* CE",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,388
11404135,93784,"ROBSON.

SINTOMA: ERRO DE FAN (VENTUINHA COM ERRO NA BIOS/DEFEITO)

AÇÃO: ON SITE

SOLUÇÃO: ON SITE

RG / IE: CPF: 881 911 503 44
CEP: 60430270
ENDEREÇO: RUA CORONEL NUNES DE MELO
NÚMERO: SN
COMPLEMENTO: ATRAS DO HOSPITAL VALTER CAMPIDIO
BAIRRO: RODOLFO TEÓFILO
CIDADE: FORTALEZA
ESTADO: CEARA

TELEFONE: / CELULAR: / TEL. COM.: 85 3366-8521 ; 85 9 91130378

E-MAIL: ROBSONBARROS78@HOTMAIL.COM
CONTATO: ROBSON BARROS, SETOR DE TI, DAS 0800 AS 1700. - SEG A SEX.

PEP: H3-03394

TS 120
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,389
11402254,92713,PROBLEMA NA FAN. TESTES REALIZADOS. SOLICITO ASUPORTE LOCAL PARA SUSBTITUIÇÃO DA FAN DO MICRO.,DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,390
11400380,66508,"ATENDIMENTO E-MAIL

PREZADO(A) SENHOR(A), BOA TARDE!
SOLICITO ATENDIMENTO PARA O EQUIPAMENTO DESCRITO ABAIXO:

Nº DE SÉRIE DA CPU: 4A716BM3K
DEFEITO: CPU FAN ERROR!

ENDEREÇO DO ATENDIMENTO:

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035100

TELEFONES:  2105-3116 OU 2105-3114
HORÁRIO DE ATENDIMENTO: 8H ÀS 11H30",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,391
11398989,66508,"ATENDIMENTO WEB

SINTOMA:

SÉRIE - 4A7168X8L
PROBLEMA - PERDEU O HD
ENDEREÇO PARA ATENDIMENTO- AV. ALFREDO LISBOA, 1152-BAIRRO DO RECIFE ANTIGO-RECIFE-PE-  CEP 50030-150
SETOR PARA ATENDIMENTO- SERPRO/6º ANDAR
TELEFONE PARA CONTATO - (81) 3797-5352
HORÁRIO DE ATENDIMENTO - SEG A SEXTA DE 08:00H/11:30 E 13:30 ÀS 16:00H
USUÁRIO -ELENILDA

ELENILDA MARIA

SUPORTE 1º NÍVEL/SERPRO

TEL. : (81)3797-5352/5437",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,392
11397735,66508,"ATENDIMENTO WEB

SINTOMA:

PREZADO(A) SENHOR(A), BOA TARDE!
SOLICITO ATENDIMENTO PARA O EQUIPAMENTO DESCRITO ABAIXO:

Nº DE SÉRIE DA CPU: 4A716CZ54
DEFEITO: CPU FAN ERROR!

ENDEREÇO DO ATENDIMENTO:

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035-100

TELEFONES:  2105-3116 OU 2105-3114
HORÁRIO DE ATENDIMENTO: 14H ÀS 17H


OBS.: CONSIDERAR TAMBÉM O MESMO HORÁRIO DE ATENDIMENTO PARA O CHAMADO ANTERIOR:
SÉRIE: 4A716BN4S
CHAMADO: 60005176062",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,393
11397735,66508,"ATENDIMENTO WEB

SINTOMA:

PREZADO(A) SENHOR(A), BOA TARDE!
SOLICITO ATENDIMENTO PARA O EQUIPAMENTO DESCRITO ABAIXO:

Nº DE SÉRIE DA CPU: 4A716CZ54
DEFEITO: CPU FAN ERROR!

ENDEREÇO DO ATENDIMENTO:

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035-100

TELEFONES:  2105-3116 OU 2105-3114
HORÁRIO DE ATENDIMENTO: 14H ÀS 17H


OBS.: CONSIDERAR TAMBÉM O MESMO HORÁRIO DE ATENDIMENTO PARA O CHAMADO ANTERIOR:
SÉRIE: 4A716BN4S
CHAMADO: 60005176062",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,394
11397395,66508,"DEFEITO: CPU FAN ERROR

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035-100

TELEFONES:  2105-3116 OU 2105-3114",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,395
11397395,66508,"DEFEITO: CPU FAN ERROR

DELEGACIA DA RECEITA FEDERAL DO BRASIL EM ARACAJU
NEXUS EMPRESARIAL (2º ANDAR - SATEC)
AV. MARIO JORGE MENEZES VIEIRA, 3028
BAIRRO: COROA DO MEIO
ARACAJU - SE
CEP:  49035-100

TELEFONES:  2105-3116 OU 2105-3114",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,396
11395912,69071,"DEFEITO: ERRO DE CMOS

LOCAL: SALA DO CATI FCB
CHAMADO INTERNO: 1361798
TELEFONE E NOME DAS PESSOAS PARA CONTATO: BRENDA OLIVEIRA (CATI) 991844223
HORÁRIO PARA ATENDIMENTO: 09H AS 17H
LOCAL DE ATENDIMENTO: FÓRUM CLÓVIS BEVILAQUA - R. DES. FLORIANO BENEVIDES MAGALHÃES, 220 - EDSON QUEIROZ, FORTALEZA - CE, 60811-690 - SALA CATI",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,397
11395392,66943,"S:  VENTOINHA TRAVADA
RESPONSAVEL :  RICK 
HORARIO DE ATENDIMENTO : 12 AS 19H SEG A SEX 
",DESKTOP,000000000011116831,VENT FAN GAB POS-UFPG01 MINIPRO,398
